 order_id,order_date,customer_id,product,category,quantity,price,cost,discount,region
10287,2023-08-15,C0252,Table,Furniture,3,9000,6500.0,0,South
10288,2023-04-22,C0355,Mobile,Electronics,2,22000,18000.0,3000,North
10289,2023-04-09,C0750,Office Chair,Furniture,2,7000,4500.0,3000,South
10290,2023-06-02,C0696,Headphone,Electronics,2,2500,,1000,South
10291,2023-12-15,C0796,Mobile,Electronics,3,22000,18000.0,5000,North
10292,2023-12-04,C0210,Tablet,Electronics,3,18000,14000.0,500,West
10293,2023-07-13,C0609,Tablet,Electronics,3,18000,14000.0,1000,North
10294,2023-11-06,C0447,Laptop,Electronics,2,60000,48000.0,0,South
10295,2023-06-12,C0460,Office Chair,Furniture,3,7000,4500.0,1000,West
10296,2023-07-27,C0472,Office Chair,Furniture,1,7000,4500.0,3000,North
10297,2023-06-18,C0720,Mobile,Electronics,3,22000,18000.0,1000,North
10298,2023-06-10,C0370,Headphone,Electronics,2,2500,,1000,North
10299,2023-03-09,C0492,Office Chair,Furniture,2,7000,4500.0,500,North
10300,2023-10-16,C0137,Mobile,Electronics,1,22000,18000.0,3000,North
10301,2023-10-04,C0367,Mobile,Electronics,3,22000,18000.0,2000,West
10302,2023-10-31,C0184,Table,Furniture,3,9000,6500.0,2000,West
10303,2023-05-15,C0588,Table,Furniture,1,9000,6500.0,3000,East
10304,2023-07-14,C0287,Office Chair,Furniture,2,7000,4500.0,2000,South
10305,2023-05-08,C0472,Mobile,Electronics,2,22000,18000.0,0,West
10306,2023-02-02,C0375,Laptop,Electronics,3,60000,48000.0,2000,South
10307,2023-06-25,C0654,Laptop,Electronics,3,60000,48000.0,0,South
10308,2023-01-22,C0749,Table,Furniture,3,9000,6500.0,3000,South
10309,2023-08-26,C0537,Office Chair,Furniture,3,7000,4500.0,2000,North
10310,2023-06-07,C0511,Headphone,Electronics,3,2500,,2000,West
10311,2023-02-07,C0579,Laptop,Electronics,2,60000,48000.0,5000,East
10312,2023-08-18,C0250,Laptop,Electronics,2,60000,48000.0,0,East
10313,2023-12-31,C0510,Table,Furniture,2,9000,6500.0,0,East
10314,2023-02-20,C0630,Table,Furniture,2,9000,6500.0,1000,East
10315,2023-09-21,C0073,Office Chair,Furniture,1,7000,4500.0,500,North
10316,2023-10-10,C0282,Table,Furniture,2,9000,6500.0,2000,South
10317,2023-01-27,C0360,Tablet,Electronics,1,18000,14000.0,5000,West
10318,2023-08-14,C0010,Mobile,Electronics,2,22000,18000.0,500,North
10319,2023-10-04,C0211,Laptop,Electronics,3,60000,48000.0,5000,West
10320,2023-10-13,C0152,Tablet,Electronics,3,18000,14000.0,500,South
10321,2023-04-07,C0005,Headphone,Electronics,3,2500,,2000,North
10322,2023-10-11,C0195,Tablet,Electronics,1,18000,14000.0,5000,South
10323,2023-11-13,C0283,Office Chair,Furniture,2,7000,4500.0,0,West
10324,2023-10-31,C0464,Headphone,Electronics,2,2500,,1000,South
10325,2023-05-27,C0113,Headphone,Electronics,1,2500,,5000,East
10326,2023-01-04,C0271,Table,Furniture,1,9000,6500.0,3000,South
10327,2023-02-04,C0163,Tablet,Electronics,1,18000,14000.0,2000,East
10328,2023-07-11,C0460,Office Chair,Furniture,1,7000,4500.0,2000,North
10329,2023-02-18,C0105,Laptop,Electronics,1,60000,48000.0,3000,North
10330,2023-01-17,C0693,Table,Furniture,3,9000,6500.0,500,North
10331,2023-06-21,C0556,Tablet,Electronics,2,18000,14000.0,1000,North
10332,2023-08-08,C0282,Laptop,Electronics,1,60000,48000.0,500,North
10333,2023-06-07,C0687,Tablet,Electronics,3,18000,14000.0,3000,East
10334,2023-02-15,C0162,Table,Furniture,1,9000,6500.0,3000,South
10335,2023-01-06,C0351,Laptop,Electronics,3,60000,48000.0,1000,North
10336,2023-04-09,C0434,Table,Furniture,1,9000,6500.0,3000,North
10337,2023-08-21,C0140,Tablet,Electronics,2,18000,14000.0,3000,North
10338,2023-02-06,C0471,Headphone,Electronics,1,2500,,5000,South
10339,2023-10-07,C0132,Mobile,Electronics,1,22000,18000.0,1000,North
10340,2023-12-15,C0087,Headphone,Electronics,2,2500,,2000,South
10341,2023-10-29,C0688,Table,Furniture,2,9000,6500.0,500,South
10342,2023-06-30,C0183,Table,Furniture,1,9000,6500.0,2000,South
10343,2023-04-05,C0368,Table,Furniture,2,9000,6500.0,2000,East
10344,2023-04-09,C0129,Laptop,Electronics,2,60000,48000.0,5000,North
10345,2023-07-07,C0246,Office Chair,Furniture,3,7000,4500.0,500,North
10346,2023-04-26,C0601,Table,Furniture,2,9000,6500.0,2000,North
10347,2023-07-10,C0578,Headphone,Electronics,2,2500,,1000,North
10348,2023-09-10,C0670,Mobile,Electronics,1,22000,18000.0,500,North
10349,2023-06-10,C0378,Table,Furniture,1,9000,6500.0,0,East
10350,2023-09-13,C0149,Table,Furniture,3,9000,6500.0,5000,North
10351,2023-11-19,C0433,Table,Furniture,1,9000,6500.0,2000,West
10352,2023-05-08,C0628,Laptop,Electronics,2,60000,48000.0,3000,North
10353,2023-01-18,C0726,Table,Furniture,2,9000,6500.0,500,East
10354,2023-10-08,C0469,Headphone,Electronics,2,2500,,0,East
10355,2023-08-11,C0446,Tablet,Electronics,1,18000,14000.0,3000,South
10356,2023-02-23,C0481,Office Chair,Furniture,2,7000,4500.0,0,South
10357,2023-02-27,C0294,Table,Furniture,2,9000,6500.0,2000,South
10358,2023-11-19,C0765,Laptop,Electronics,3,60000,48000.0,3000,West
10359,2023-12-26,C0143,Headphone,Electronics,3,2500,,2000,South
10360,2023-06-23,C0250,Table,Furniture,3,9000,6500.0,3000,North
10361,2023-10-07,C0302,Laptop,Electronics,1,60000,48000.0,500,South
10362,2023-04-24,C0025,Tablet,Electronics,2,18000,14000.0,1000,North
10363,2023-10-15,C0789,Mobile,Electronics,2,22000,18000.0,1000,West
10364,2023-12-08,C0070,Table,Furniture,2,9000,6500.0,0,East
10365,2023-05-31,C0625,Headphone,Electronics,3,2500,,5000,North
10366,2023-05-07,C0112,Laptop,Electronics,2,60000,48000.0,3000,North
10367,2023-06-04,C0364,Laptop,Electronics,2,60000,48000.0,2000,North
10368,2023-09-30,C0303,Table,Furniture,2,9000,6500.0,5000,West
